"ID","Poet","Poetry"
"34","ahmad-faraz","ranjish hī sahī dil hī dukhāne ke liye aa 
aa phir se mujhe chhoḌ ke jaane ke liye aa 
kuchh to mire pindār-e-mohabbat kā bharam rakh 
tū bhī to kabhī mujh ko manāne ke liye aa 
pahle se marāsim na sahī phir bhī kabhī to 
rasm-o-rah-e-duniyā hī nibhāne ke liye aa 
kis kis ko batā.eñge judā.ī kā sabab ham 
tū mujh se ḳhafā hai to zamāne ke liye aa 
ik umr se huuñ lazzat-e-girya se bhī mahrūm 
ai rāhat-e-jāñ mujh ko rulāne ke liye aa 
ab tak dil-e-ḳhush-fahm ko tujh se haiñ ummīdeñ 
ye āḳhirī sham.eñ bhī bujhāne ke liye aa"
"35","ahmad-faraz","rog aise bhī ġham-e-yār se lag jaate haiñ 
dar se uThte haiñ to dīvār se lag jaate haiñ 
ishq āġhāz meñ halkī sī ḳhalish rakhtā hai 
baad meñ saikḌoñ āzār se lag jaate haiñ 
pahle pahle havas ik-ādh dukāñ kholtī hai 
phir to bāzār ke bāzār se lag jaate haiñ 
bebasī bhī kabhī qurbat kā sabab bantī hai 
ro na paa.eñ to gale yaar se lag jaate haiñ 
katraneñ ġham kī jo galiyoñ meñ uḌī phirtī haiñ 
ghar meñ le aao to ambār se lag jaate haiñ 
daaġh dāman ke hoñ dil ke hoñ ki chehre ke 'farāz' 
kuchh nishāñ umr kī raftār se lag jaate haiñ"
"36","ahmad-faraz","sāmne us ke kabhī us kī satā.ish nahīñ kī 
dil ne chāhā bhī agar hoñToñ ne jumbish nahīñ kī 
ahl-e-mahfil pe kab ahvāl khulā hai apnā 
maiñ bhī ḳhāmosh rahā us ne bhī pursish nahīñ kī 
jis qadar us se ta.alluq thā chalā jaatā hai 
us kā kyā rañj ho jis kī kabhī ḳhvāhish nahīñ kī 
ye bhī kyā kam hai ki donoñ kā bharam qaa.em hai 
us ne baḳhshish nahīñ kī ham ne guzārish nahīñ kī 
ik to ham ko adab ādāb ne pyāsā rakkhā 
us pe mahfil meñ surāhī ne bhī gardish nahīñ kī 
ham ki dukh oḌh ke ḳhalvat meñ paḌe rahte haiñ 
ham ne bāzār meñ zaḳhmoñ kī numā.ish nahīñ kī 
ai mire abr-e-karam dekh ye vīrāna-e-jāñ 
kyā kisī dasht pe tū ne kabhī bārish nahīñ kī 
kaT mare apne qabīle kī hifāzat ke liye 
maqtal-e-shahr meñ Thahre rahe jumbish nahīñ kī 
vo hameñ bhuul gayā ho to ajab kyā hai 'farāz' 
ham ne bhī mel-mulāqāt kī koshish nahīñ kī"
"37","ahmad-faraz","sāqiyā ek nazar jaam se pahle pahle 
ham ko jaanā hai kahīñ shaam se pahle pahle 
nau-giraftār-e-vafā sa.i-e-rihā.ī hai abas 
ham bhī uljhe the bahut daam se pahle pahle 
ḳhush ho ai dil ki mohabbat to nibhā dī tū ne 
log ujaḌ jaate haiñ anjām se pahle pahle 
ab tire zikr pe ham baat badal dete haiñ 
kitnī raġhbat thī tire naam se pahle pahle 
sāmne umr paḌī hai shab-e-tanhā.ī kī 
vo mujhe chhoḌ gayā shaam se pahle pahle 
kitnā achchhā thā ki ham bhī jiyā karte the 'farāz' 
ġhair-mārūf se gumnām se pahle pahle"
"38","ahmad-faraz","sho.ala thā jal-bujhā huuñ havā.eñ mujhe na do 
maiñ kab kā jā chukā huuñ sadā.eñ mujhe na do 
jo zahr pī chukā huuñ tumhīñ ne mujhe diyā 
ab tum to zindagī kī duā.eñ mujhe na do 
ye bhī baḌā karam hai salāmat hai jism abhī 
ai ḳhusravān-e-shahr qabā.eñ mujhe na do 
aisā na ho kabhī ki palaT kar na aa sakūñ 
har baar duur jā ke sadā.eñ mujhe na do 
kab mujh ko e'tirāf-e-mohabbat na thā 'farāz' 
kab maiñ ne ye kahā hai sazā.eñ mujhe na do"
"39","ahmad-faraz","silsile toḌ gayā vo sabhī jaate jaate 
varna itne to marāsim the ki aate jaate 
shikva-e-zulmat-e-shab se to kahīñ behtar thā 
apne hisse kī koī sham.a jalāte jaate 
kitnā āsāñ thā tire hijr meñ marnā jānāñ 
phir bhī ik umr lagī jaan se jaate jaate 
jashn-e-maqtal hī na barpā huā varna ham bhī 
pā-ba-jaulāñ hī sahī nāchte gaate jaate 
is kī vo jaane use pās-e-vafā thā ki na thā 
tum 'farāz' apnī taraf se to nibhāte jaate"
"40","ahmad-faraz","sunā hai log use aañkh bhar ke dekhte haiñ 
so us ke shahr meñ kuchh din Thahar ke dekhte haiñ 
sunā hai rabt hai us ko ḳharāb-hāloñ se 
so apne aap ko barbād kar ke dekhte haiñ 
sunā hai dard kī gāhak hai chashm-e-nāz us kī 
so ham bhī us kī galī se guzar ke dekhte haiñ 
sunā hai us ko bhī hai sher o shā.irī se shaġhaf 
so ham bhī mo.ajize apne hunar ke dekhte haiñ 
sunā hai bole to bātoñ se phuul jhaḌte haiñ 
ye baat hai to chalo baat kar ke dekhte haiñ 
sunā hai raat use chāñd taktā rahtā hai 
sitāre bām-e-falak se utar ke dekhte haiñ 
sunā hai din ko use titliyāñ satātī haiñ 
sunā hai raat ko jugnū Thahar ke dekhte haiñ 
sunā hai hashr haiñ us kī ġhazāl sī āñkheñ 
sunā hai us ko hiran dasht bhar ke dekhte haiñ 
sunā hai raat se baḌh kar haiñ kākuleñ us kī 
sunā hai shaam ko saa.e guzar ke dekhte haiñ 
sunā hai us kī siyah-chashmagī qayāmat hai 
so us ko surma-farosh aah bhar ke dekhte haiñ 
sunā hai us ke laboñ se gulāb jalte haiñ 
so ham bahār pe ilzām dhar ke dekhte haiñ 
sunā hai aa.ina timsāl hai jabīñ us kī 
jo saada dil haiñ use ban-sañvar ke dekhte haiñ 
sunā hai jab se hamā.il haiñ us kī gardan meñ 
mizāj aur hī laal o guhar ke dekhte haiñ 
sunā hai chashm-e-tasavvur se dasht-e-imkāñ meñ 
palañg zāviye us kī kamar ke dekhte haiñ 
sunā hai us ke badan kī tarāsh aisī hai 
ki phuul apnī qabā.eñ katar ke dekhte haiñ 
vo sarv-qad hai magar be-gul-e-murād nahīñ 
ki us shajar pe shagūfe samar ke dekhte haiñ 
bas ik nigāh se luTtā hai qāfila dil kā 
so rah-ravān-e-tamannā bhī Dar ke dekhte haiñ 
sunā hai us ke shabistāñ se muttasil hai bahisht 
makīñ udhar ke bhī jalve idhar ke dekhte haiñ 
ruke to gardisheñ us kā tavāf kartī haiñ 
chale to us ko zamāne Thahar ke dekhte haiñ 
kise nasīb ki be-pairahan use dekhe 
kabhī kabhī dar o dīvār ghar ke dekhte haiñ 
kahāniyāñ hī sahī sab mubālġhe hī sahī 
agar vo ḳhvāb hai tābīr kar ke dekhte haiñ 
ab us ke shahr meñ Thahreñ ki kuuch kar jaa.eñ 
'farāz' aao sitāre safar ke dekhte haiñ"
"41","ahmad-faraz","tere qarīb aa ke baḌī uljhanoñ meñ huuñ 
maiñ dushmanoñ meñ huuñ ki tire dostoñ meñ huuñ 
mujh se gurez-pā hai to har rāsta badal 
maiñ sañg-e-rāh huuñ to sabhī rāstoñ meñ huuñ 
tū aa chukā hai sat.h pe kab se ḳhabar nahīñ 
bedard maiñ abhī unhīñ gahrā.iyoñ meñ huuñ 
ai yār-e-ḳhush-dayār tujhe kyā ḳhabar ki maiñ 
kab se udāsiyoñ ke ghane jañgaloñ meñ huuñ 
tū luuT kar bhī ahl-e-tamannā ko ḳhush nahīñ 
yaañ luT ke bhī vafā ke inhī qāfiloñ meñ huuñ 
badlā na mere baad bhī mauzū-e-guftugū 
maiñ jā chukā huuñ phir bhī tirī mahfiloñ meñ huuñ 
mujh se bichhaḌ ke tū bhī to ro.egā umr bhar 
ye soch le ki maiñ bhī tirī ḳhvāhishoñ meñ huuñ 
tū hañs rahā hai mujh pe mirā haal dekh kar 
aur phir bhī maiñ sharīk tire qahqahoñ meñ huuñ 
ḳhud hī misāl-e-lāla-e-sahrā lahū lahū 
aur ḳhud 'farāz' apne tamāshā.iyoñ meñ huuñ"
"42","ahmad-faraz","terī bāteñ hī sunāne aa.e 
dost bhī dil hī dukhāne aa.e 
phuul khilte haiñ to ham sochte haiñ 
tere aane ke zamāne aa.e 
aisī kuchh chup sī lagī hai jaise 
ham tujhe haal sunāne aa.e 
ishq tanhā hai sar-e-manzil-e-ġham 
kaun ye bojh uThāne aa.e 
ajnabī dost hameñ dekh ki ham 
kuchh tujhe yaad dilāne aa.e 
dil dhaḌaktā hai safar ke hañgām 
kaash phir koī bulāne aa.e 
ab to rone se bhī dil dukhtā hai 
shāyad ab hosh Thikāne aa.e 
kyā kahīñ phir koī bastī ujḌī 
log kyuuñ jashn manāne aa.e 
so raho maut ke pahlū meñ 'farāz' 
niiñd kis vaqt na jaane aa.e"
"43","ahmad-faraz","tujh se mil kar to ye lagtā hai ki ai ajnabī dost 
tū mirī pahlī mohabbat thī mirī āḳhirī dost 
log har baat kā afsāna banā dete haiñ 
ye to duniyā hai mirī jaañ ka.ī dushman ka.ī dost 
tere qāmat se bhī lipTī hai amar-bel koī 
merī chāhat ko bhī duniyā kī nazar khā ga.ī dost 
yaad aa.ī hai to phir TuuT ke yaad aa.ī hai 
koī guzrī huī manzil koī bhūlī huī dost 
ab bhī aa.e ho to ehsān tumhārā lekin 
vo qayāmat jo guzarnī thī guzar bhī ga.ī dost 
tere lahje kī thakan meñ tirā dil shāmil hai 
aisā lagtā hai judā.ī kī ghaḌī aa ga.ī dost 
bārish-e-sañg kā mausam hai mire shahr meñ to 
tū ye shīshe sā badan le ke kahāñ aa ga.ī dost 
maiñ use ahd-shikan kaise samajh luuñ jis ne 
āḳhirī ḳhat meñ ye likkhā thā faqat aap kī dost"
"44","ahmad-faraz","tujhe hai mashq-e-sitam kā malāl vaise hī 
hamārī jaan thī jaañ par vabāl vaise hī 
chalā thā zikr zamāne kī bevafā.ī kā 
so aa gayā hai tumhārā ḳhayāl vaise hī 
ham aa ga.e haiñ tah-e-dām to nasīb apnā 
vagarna us ne to pheñkā thā jaal vaise hī 
maiñ roknā hī nahīñ chāhtā thā vaar us kā 
girī nahīñ mire hāthoñ se Dhaal vaise hī 
zamāna ham se bhalā dushmanī to kyā rakhtā 
so kar gayā hai hameñ pā.emāl vaise hī 
mujhe bhī shauq na thā dāstāñ sunāne kā 
'farāz' us ne bhī pūchhā thā haal vaise hī"
"45","ahmad-faraz","us ko judā hue bhī zamāna bahut huā 
ab kyā kaheñ ye qissa purānā bahut huā 
Dhaltī na thī kisī bhī jatan se shab-e-firāq 
ai marg-e-nā-gahāñ tirā aanā bahut huā 
ham ḳhuld se nikal to ga.e haiñ par ai ḳhudā 
itne se vāqiye kā fasāna bahut huā 
ab ham haiñ aur saare zamāne kī dushmanī 
us se zarā sā rabt baḌhānā bahut huā 
ab kyuuñ na zindagī pe mohabbat ko vaar deñ 
is āshiqī meñ jaan se jaanā bahut huā 
ab tak to dil kā dil se ta.āruf na ho sakā 
maanā ki us se milnā milānā bahut huā 
kyā kyā na ham ḳharāb hue haiñ magar ye dil 
ai yād-e-yār terā Thikāna bahut huā 
kahtā thā nāsehoñ se mire muñh na aa.iyo 
phir kyā thā ek hū kā bahāna bahut huā 
lo phir tire laboñ pe usī bevafā kā zikr 
ahmad-'farāz' tujh se kahā na bahut huā"
"46","ahmad-faraz","us ne sukūt-e-shab meñ bhī apnā payām rakh diyā 
hijr kī raat baam par māh-e-tamām rakh diyā 
āmad-e-dost kī naved kū-e-vafā meñ aam thī 
maiñ ne bhī ik charāġh sā dil sar-e-shām rakh diyā 
shiddat-e-tishnagī meñ bhī ġhairat-e-mai-kashī rahī 
us ne jo pher lī nazar maiñ ne bhī jaam rakh diyā 
us ne nazar nazar meñ hī aise bhale suḳhan kahe 
maiñ ne to us ke paañv meñ saarā kalām rakh diyā 
dekho ye mere ḳhvāb the dekho ye mere zaḳhm haiñ 
maiñ ne to sab hisāb-e-jāñ bar-sar-e-ām rakh diyā 
ab ke bahār ne bhī kiiñ aisī sharārteñ ki bas 
kabk-e-darī kī chaal meñ terā ḳhirām rakh diyā 
jo bhī milā usī kā dil halqa-ba-gosh-e-yār thā 
us ne to saare shahr ko kar ke ġhulām rakh diyā 
aur 'farāz' chāhiyeñ kitnī mohabbateñ tujhe 
maaoñ ne tere naam par bachchoñ kā naam rakh diyā"
"47","ahmad-faraz","vahshateñ baḌhtī ga.iiñ hijr ke āzār ke saath 
ab to ham baat bhī karte nahīñ ġham-ḳhvār ke saath 
ham ne ik umr basar kī hai ġham-e-yār ke saath 
'mīr' do din na jiye hijr ke āzār ke saath 
ab to ham ghar se nikalte haiñ to rakh dete haiñ 
taaq par izzat-e-sādāt bhī dastār ke saath 
is qadar ḳhauf hai ab shahr kī galiyoñ meñ ki log 
chaap sunte haiñ to lag jaate haiñ dīvār ke saath 
ek to ḳhvāb liye phirte ho galiyoñ galiyoñ 
us pe takrār bhī karte ho ḳharīdār ke saath 
shahr kā shahr hī nāseh ho to kyā kījiyegā 
varna ham rind to bhiḌ jaate haiñ do-chār ke saath 
ham ko us shahr meñ ta.amīr kā saudā hai jahāñ 
log me.amār ko chun dete haiñ dīvār ke saath 
jo sharaf ham ko milā kūcha-e-jānāñ se 'farāz' 
sū-e-maqtal bhī ga.e haiñ usī pindār ke saath"
"48","ahmad-faraz","ye kyā ki sab se bayāñ dil kī hālateñ karnī 
'farāz' tujh ko na aa.iiñ mohabbateñ karnī 
ye qurb kyā hai ki tū sāmne hai aur hameñ 
shumār abhī se judā.ī kī sā.ateñ karnī 
koī ḳhudā ho ki patthar jise bhī ham chāheñ 
tamām umr usī kī ibādateñ karnī 
sab apne apne qarīne se muntazir us ke 
kisī ko shukr kisī ko shikāyateñ karnī 
ham apne dil se hī majbūr aur logoñ ko 
zarā sī baat pe barpā qayāmateñ karnī 
mileñ jab un se to mub.ham sī guftugū karnā 
phir apne aap se sau sau vazāhateñ karnī 
ye log kaise magar dushmanī nibāhte haiñ 
hameñ to raas na aa.iiñ mohabbateñ karnī 
kabhī 'farāz' na.e mausamoñ meñ ro denā 
kabhī talāsh purānī rifāqateñ karnī"
"49","ahmad-faraz","yūñhī mar mar ke ji.eñ vaqt guzāre jaa.eñ 
zindagī ham tire hāthoñ se na maare jaa.eñ 
ab zamīñ par koī gautam na mohammad na masīh 
āsmānoñ se na.e log utāre jaa.eñ 
vo jo maujūd nahīñ us kī madad chāhte haiñ 
vo jo suntā hī nahīñ us ko pukāre jaa.eñ 
baap larzāñ hai ki pahuñchī nahīñ bārāt ab tak 
aur ham-joliyāñ dulhan ko sañvāre jaa.eñ 
ham ki nādān juārī haiñ sabhī jānte haiñ 
dil kī baazī ho to jī jaan se haare jaa.eñ 
taj diyā tum ne dar-e-yār bhī uktā ke 'farāz' 
ab kahāñ DhūñDhne ġham-ḳhvār tumhāre jaa.eñ"
"50","ahmad-faraz","zindagī se yahī gila hai mujhe 
tū bahut der se milā hai mujhe 
tū mohabbat se koī chaal to chal 
haar jaane kā hausla hai mujhe 
dil dhaḌaktā nahīñ Tapaktā hai 
kal jo ḳhvāhish thī aabla hai mujhe 
ham-safar chāhiye hujūm nahīñ 
ik musāfir bhī qāfila hai mujhe 
kohkan ho ki qais ho ki 'farāz' 
sab meñ ik shaḳhs hī milā hai mujhe"
"51","akbar-allahabadi","aah jo dil se nikālī jā.egī 
kyā samajhte ho ki ḳhālī jā.egī 
is nazākat par ye shamshīr-e-jafā 
aap se kyūñkar sambhālī jā.egī 
kyā ġham-e-duniyā kā Dar mujh riñd ko 
aur ik botal chaḌhā lī jā.egī 
shaiḳh kī dāvat meñ mai kā kaam kyā 
ehtiyātan kuchh mañgā lī jā.egī 
yād-e-abrū meñ hai 'akbar' mahv yuuñ 
kab tirī ye kaj-ḳhayālī jā.egī"
"52","akbar-allahabadi","aaj ārā.ish-e-gesū-e-dotā hotī hai 
phir mirī jaan giraftār-e-balā hotī hai 
shauq-e-pā-bosī-e-jānāñ mujhe baaqī hai hanūz 
ghaas jo ugtī hai turbat pe hinā hotī hai 
phir kisī kaam kā baaqī nahīñ rahtā insāñ 
sach to ye hai ki mohabbat bhī balā hotī hai 
jo zamīñ kūcha-e-qātil meñ nikaltī hai na.ī 
vaqf vo bahr-e-mazār-e-shohadā hotī hai 
jis ne dekhī ho vo chitvan koī us se pūchhe 
jaan kyūñ-kar hadaf-e-tīr-e-qazā hotī hai 
naza.a kā vaqt burā vaqt hai ḳhāliq kī panāh 
hai vo saa.at ki qayāmat se sivā hotī hai 
ruuh to ek taraf hotī hai ruḳhsat tan se 
aarzū ek taraf dil se judā hotī hai 
ḳhud samajhtā huuñ ki rone se bhalā kyā hāsil 
par karūñ kyā yūñhī taskīn zarā hotī hai 
rauñdte phirte haiñ vo majma-e-aġhyār ke saath 
ḳhuub tauqīr-e-mazār-e-shohadā hotī hai 
murġh-e-bismil kī tarah loT gayā dil merā 
nigah-e-nāz kī tāsīr bhī kyā hotī hai 
naala kar lene deñ lillāh na chheḌeñ ahbāb 
zabt kartā huuñ to taklīf sivā hotī hai 
jism to ḳhaak meñ mil jaate hue dekhte haiñ 
ruuh kyā jaane kidhar jaatī hai kyā hotī hai 
huuñ fareb-e-sitam-e-yār kā qaa.il 'akbar' 
marte marte na khulā ye ki jafā hotī hai"
"53","akbar-allahabadi","āñkheñ mujhe talvoñ se vo malne nahīñ dete 
armān mire dil ke nikalne nahīñ dete 
ḳhātir se tirī yaad ko Talne nahīñ dete 
sach hai ki hamīñ dil ko sambhalne nahīñ dete 
kis naaz se kahte haiñ vo jhuñjhlā ke shab-e-vasl 
tum to hameñ karvaT bhī badalne nahīñ dete 
parvānoñ ne fānūs ko dekhā to ye bole 
kyuuñ ham ko jalāte ho ki jalne nahīñ dete 
hairān huuñ kis tarah karūñ arz-e-tamannā 
dushman ko to pahlū se vo Talne nahīñ dete 
dil vo hai ki fariyād se labrez hai har vaqt 
ham vo haiñ ki kuchh muñh se nikalne nahīñ dete 
garmi-e-mohabbat meñ vo haiñ aah se māne.a 
pañkhā nafas-e-sard kā jhalne nahīñ dete"
"54","akbar-allahabadi","agar dil vāqif-e-nairañgī-e-tab-e-sanam hotā 
zamāne kī do-rañgī kā use hargiz na ġham hotā 
ye pāband-e-musībat dil ke hāthoñ ham to rahte haiñ 
nahīñ to chain se kaTtī na dil hotā na ġham hotā 
unhīñ kī be-vafā.ī kā ye hai āThoñ-pahar sadma 
vahī hote jo qaabū meñ to phir kaahe ko ġham hotā 
lab-o-chashm-e-sanam gar dekhne paate kahīñ shā.ir 
koī shīrīñ-suḳhan hotā koī jādū-raqam hotā 
bahut achchhā huā aa.e na vo merī ayādat ko 
jo vo aate to ġhair aate jo ġhair aate to ġham hotā 
agar qabreñ nazar ātīñ na dārā-o-sikandar kī 
mujhe bhī ishtiyāq-e-daulat-o-jāh-o-hasham hotā 
liye jaatā hai josh-e-shauq ham ko rāh-e-ulfat meñ 
nahīñ to zo.af se dushvār chalnā do-qadam hotā 
na rahne paa.e dīvāroñ meñ rauzan shukr hai varna 
tumheñ to dil-lagī hotī ġharīboñ par sitam hotā"
"55","akbar-allahabadi","apne pahlū se vo ġhairoñ ko uThā hī na sake 
un ko ham qissa-e-ġham apnā sunā hī na sake 
zehan merā vo qayāmat ki do-ālam pe muhīt 
aap aaise ki mire zehan meñ aa hī na sake 
dekh lete jo unheñ to mujhe rakhte ma.azūr 
shaiḳh-sāhib magar us bazm meñ jā hī na sake 
aql mahñgī hai bahut ishq ḳhilāf-e-tahzīb 
dil ko is ahd meñ ham kaam meñ lā hī na sake 
ham to ḳhud chāhte the chain se baiTheñ koī dam 
aap kī yaad magar dil se bhulā hī na sake 
ishq kāmil hai usī kā ki patañgoñ kī tarah 
taab nazzāra-e-ma.asūq kī lā hī na sake 
dām-e-hastī kī bhī tarkīb ajab rakkhī hai 
jo phañse us meñ vo phir jaan bachā hī na sake 
maz.har-e-jalva-e-jānāñ hai har ik shai 'akbar' 
be-adab aañkh kisī samt uThā hī na sake 
aisī mantiq se to dīvāngī behtar 'akbar' 
ki jo ḳhāliq kī taraf dil ko jhukā hī na sake"
"56","akbar-allahabadi","apnī girah se kuchh na mujhe aap dījiye 
aḳhbār meñ to naam mirā chhāp dījiye 
dekho jise vo pionēr office meñ hai DaTā 
bahr-e-ḳhudā mujhe bhī kahīñ chhāp dījiye 
chashm-e-jahāñ se hālat-e-aslī chhupī nahīñ 
aḳhbār meñ jo chāhiye vo chhāp dījiye 
da.avā bahut baḌā hai riyāzī meñ aap ko 
tūl-e-shab-e-firāq ko to naap dījiye 
sunte nahīñ haiñ shaiḳh na.ī raushnī kī baat 
engine kī un ke kaan meñ ab bhaap dījiye 
is but ke dar pe ġhair se 'akbar' ne kah diyā 
zar hī maiñ dene laayā huuñ jaan aap dījiye"
"57","akbar-allahabadi","bahut rahā hai kabhī lutf-e-yār ham par bhī 
guzar chukī hai ye fasl-e-bahār ham par bhī 
urūs-e-dahr ko aayā thā pyaar ham par bhī 
ye besvā thī kisī shab nisār ham par bhī 
biThā chukā hai zamāna hameñ bhī masnad par 
huā kiye haiñ javāhir nisār ham par bhī 
adū ko bhī jo banāyā hai tum ne mahram-e-rāz 
to faḳhr kyā jo huā e'tibār ham par bhī 
ḳhatā kisī kī ho lekin khulī jo un kī zabāñ 
to ho hī jaate haiñ do ek vaar ham par bhī 
ham aise rind magar ye zamāna hai vo ġhazab 
ki Daal hī diyā duniyā kā baar ham par bhī 
hameñ bhī ātish-e-ulfat jalā chukī 'akbar' 
harām ho ga.ī dozaḳh kī naar ham par bhī"
"58","akbar-allahabadi","be-takalluf bosa-e-zulf-e-chalīpā lījiye 
naqd-e-dil maujūd hai phir kyuuñ na saudā lījiye 
dil to pahle le chuke ab jaan ke ḳhvāhāñ haiñ aap 
is meñ bhī mujh ko nahīñ inkār achchhā lījiye 
paañv pakaḌ kar kahtī hai zanjīr-e-zindāñ meñ raho 
vahshat-e-dil kā hai iimā rāh-e-sahrā lījiye 
ġhair ko to kar ke zid karte haiñ khāne meñ sharīk 
mujh se kahte haiñ agar kuchh bhuuk ho khā lījiye 
ḳhush-numā chīzeñ haiñ bāzār-e-jahāñ meñ be-shumār 
ek naqd-e-dil se yā-rab mol kyā kyā lījiye 
kushta āḳhir ātish-e-furqat se honā hai mujhe 
aur chande sūrat-e-sīmāb taḌpā lījiye 
fasl-e-gul ke aate hī 'akbar' hue behosh aap 
kholiye āñkhoñ ko sāhab jām-e-sahbā lījiye"
"59","akbar-allahabadi","bi.Thā.ī jā.eñgī parde meñ bībayāñ kab tak 
bane rahoge tum is mulk meñ miyāñ kab tak 
haram-sarā kī hifāzat ko teġh hī na rahī 
to kaam deñgī ye chilman kī tīliyāñ kab tak 
miyāñ se biibī haiñ parda hai un ko farz magar 
miyāñ kā ilm hī uTThā to phir miyāñ kab tak 
tabī.atoñ kā numū hai havā-e-maġhrib meñ 
ye ġhairateñ ye harārat ye garmiyāñ kab tak 
avaam bāñdh leñ dohar to third vānTar meñ 
second-o-first kī hoñ band khiḌkiyāñ kab tak 
jo muñh dikhā.ī kī rasmoñ pe hai musir iblīs 
chhupeñgī hazrat-e-havvā kī beTiyāñ kab tak 
janāb hazrat-e-'akbar' haiñ hāmī-e-parda 
magar vo kab tak aur un kī rubā.iyāñ kab tak"
"60","akbar-allahabadi","charḳh se kuchh umiid thī hī nahīñ 
aarzū maiñ ne koī kī hī nahīñ 
maz.habī bahas maiñ ne kī hī nahīñ 
fāltū aql mujh meñ thī hī nahīñ 
chāhtā thā bahut sī bātoñ ko 
magar afsos ab vo jī hī nahīñ 
jur.at-e-arz-e-hāl kyā hotī 
nazar-e-lutf us ne kī hī nahīñ 
is musībat meñ dil se kyā kahtā 
koī aisī misāl thī hī nahīñ 
aap kyā jāneñ qadr-e-yā-allāh 
jab musībat koī paḌī hī nahīñ 
shirk chhoḌā to sab ne chhoḌ diyā 
merī koī society hī nahīñ 
pūchhā 'akbar' hai aadmī kaisā 
hañs ke bole vo aadmī hī nahīñ"
"61","akbar-allahabadi","dard to maujūd hai dil meñ davā ho yā na ho 
bandagī hālat se zāhir hai ḳhudā ho yā na ho 
jhūmtī hai shāḳh-e-gul khilte haiñ ġhunche dam-ba-dam 
bā-asar gulshan meñ tahrīk-e-sabā ho yā na ho 
vajd meñ laate haiñ mujh ko bulbuloñ ke zamzame 
aap ke nazdīk bā-ma.anī sadā ho yā na ho 
kar diyā hai zindagī ne bazm-e-hastī meñ sharīk 
us kā kuchh maqsūd koī mudda.ā ho yā na ho 
kyuuñ civil-surgeon kā aanā roktā hai ham-nashīñ 
is meñ hai ik baat honour kī shifā ho yā na ho 
maulvī sāhib na chhoḌeñge ḳhudā go baḳhsh de 
gher hī leñge police vaale sazā ho yā na ho 
membarī se aap par to vārnish ho jā.egī 
qaum kī hālat meñ kuchh is se jilā ho yā na ho 
mo'tariz kyuuñ ho agar samjhe tumheñ sayyād dil 
aaise gesū huuñ to shubah daam kā ho yā na ho"
